country,tournament,year,hometeam,awayteam,time_match,round_match,detail_url,code,api_event_url,FTResult,HTResult,TimeAwayScrore,TimeHomeScrore,DetailScore,match_id,api_detail_url
Germany,2. Bundesliga,21/22,FC Schalke 04,1. FC Nürnberg,11/12/21,Round 17,https://www.sofascore.com/fc-schalke-04-1-fc-nurnberg/yabsFab,yabsFab,https://www.sofascore.com/api/v1/event/yabsFab/h2h/events,"('link error',)","('link error',)","('link error',)","('link error',)","('link error',)","('',)","('https://www.sofascore.com/api/v1/event//incidents',)"
Germany,2. Bundesliga,21/22,SSV Jahn Regensburg,Werder Bremen,11/12/21,Round 17,https://www.sofascore.com/ssv-jahn-regensburg-werder-bremen/Jabsrbb,Jabsrbb,https://www.sofascore.com/api/v1/event/Jabsrbb/h2h/events,"('link error',)","('link error',)","('link error',)","('link error',)","('link error',)","('',)","('https://www.sofascore.com/api/v1/event//incidents',)"
Germany,2. Bundesliga,21/22,FC Ingolstadt 04,Hannover 96,11/12/21,Round 17,https://www.sofascore.com/fc-ingolstadt-04-hannover-96/QabsFrc,QabsFrc,https://www.sofascore.com/api/v1/event/QabsFrc/h2h/events,"('link error',)","('link error',)","('link error',)","('link error',)","('link error',)","('',)","('https://www.sofascore.com/api/v1/event//incidents',)"
Germany,2. Bundesliga,21/22,Holstein Kiel,SV Sandhausen,11/12/21,Round 17,https://www.sofascore.com/sv-sandhausen-holstein-kiel/ybbshyc,ybbshyc,https://www.sofascore.com/api/v1/event/ybbshyc/h2h/events,"('2-0',)","('1-0',)","('',)","('69;22;',)","('69;22;-',)","(9471107,)","('https://www.sofascore.com/api/v1/event/9471107/incidents',)"
Germany,2. Bundesliga,21/22,SC Paderborn 07,Darmstadt 98,11/12/21,Round 17,https://www.sofascore.com/darmstadt-98-sc-paderborn-07/lbbsBbb,lbbsBbb,https://www.sofascore.com/api/v1/event/lbbsBbb/h2h/events,"('2-3',)","('1-1',)","('75;68;19;',)","('55;24;',)","('55;24;-75;68;19;',)","(8833949,)","('https://www.sofascore.com/api/v1/event/8833949/incidents',)"
Germany,2. Bundesliga,21/22,Fortuna Düsseldorf,FC St. Pauli,12/12/21,Round 17,https://www.sofascore.com/fortuna-dusseldorf-fc-st-pauli/BabsNbb,BabsNbb,https://www.sofascore.com/api/v1/event/BabsNbb/h2h/events,"('2-0',)","('1-0',)","('',)","('49;26;',)","('49;26;-',)","(8833812,)","('https://www.sofascore.com/api/v1/event/8833812/incidents',)"
Germany,2. Bundesliga,21/22,Erzgebirge Aue,Dynamo Dresden,12/12/21,Round 17,https://www.sofascore.com/dynamo-dresden-erzgebirge-aue/qbbsVbb,qbbsVbb,https://www.sofascore.com/api/v1/event/qbbsVbb/h2h/events,"('2-1',)","('1-1',)","('6;',)","('59;44;',)","('59;44;-6;',)","(8272682,)","('https://www.sofascore.com/api/v1/event/8272682/incidents',)"
Germany,2. Bundesliga,21/22,Hamburger SV,Hansa Rostock,12/12/21,Round 17,https://www.sofascore.com/hamburger-sv-hansa-rostock/IabsBdb,IabsBdb,https://www.sofascore.com/api/v1/event/IabsBdb/h2h/events,"('link error',)","('link error',)","('link error',)","('link error',)","('link error',)","('',)","('https://www.sofascore.com/api/v1/event//incidents',)"
Germany,2. Bundesliga,21/22,Karlsruher SC,1. FC Heidenheim,12/12/21,Round 17,https://www.sofascore.com/1-fc-heidenheim-karlsruher-sc/dbbsKrc,dbbsKrc,https://www.sofascore.com/api/v1/event/dbbsKrc/h2h/events,"('1-2',)","('0-1',)","('56;39;',)","('80;',)","('80;-56;39;',)","(8833994,)","('https://www.sofascore.com/api/v1/event/8833994/incidents',)"
Germany,2. Bundesliga,21/22,Darmstadt 98,Fortuna Düsseldorf,04/12/21,Round 16,https://www.sofascore.com/fortuna-dusseldorf-darmstadt-98/BbbsNbb,BbbsNbb,https://www.sofascore.com/api/v1/event/BbbsNbb/h2h/events,"('1-3',)","('0-2',)","('76;41;16;',)","('85;',)","('85;-76;41;16;',)","(9595058,)","('https://www.sofascore.com/api/v1/event/9595058/incidents',)"
Germany,2. Bundesliga,21/22,Werder Bremen,Erzgebirge Aue,04/12/21,Round 16,https://www.sofascore.com/erzgebirge-aue-werder-bremen/Jabsqbb,Jabsqbb,https://www.sofascore.com/api/v1/event/Jabsqbb/h2h/events,"('4-0',)","('2-0',)","('',)","('57;53;19;7;',)","('57;53;19;7;-',)","(9595154,)","('https://www.sofascore.com/api/v1/event/9595154/incidents',)"
Germany,2. Bundesliga,21/22,1. FC Nürnberg,Holstein Kiel,04/12/21,Round 16,https://www.sofascore.com/holstein-kiel-1-fc-nurnberg/yabsybb,yabsybb,https://www.sofascore.com/api/v1/event/yabsybb/h2h/events,"('2-1',)","('1-0',)","('88;',)","('63;6;',)","('63;6;-88;',)","(9595065,)","('https://www.sofascore.com/api/v1/event/9595065/incidents',)"
Germany,2. Bundesliga,21/22,Hansa Rostock,FC Ingolstadt 04,04/12/21,Round 16,https://www.sofascore.com/fc-ingolstadt-04-hansa-rostock/IabsFrc,IabsFrc,https://www.sofascore.com/api/v1/event/IabsFrc/h2h/events,"('1-1',)","('0-1',)","('41;',)","('49;',)","('49;-41;',)","(9595129,)","('https://www.sofascore.com/api/v1/event/9595129/incidents',)"
Germany,2. Bundesliga,21/22,SV Sandhausen,SC Paderborn 07,04/12/21,Round 16,https://www.sofascore.com/sv-sandhausen-sc-paderborn-07/lbbshyc,lbbshyc,https://www.sofascore.com/api/v1/event/lbbshyc/h2h/events,"('1-1',)","('0-1',)","('5;',)","('90;',)","('90;-5;',)","(9595043,)","('https://www.sofascore.com/api/v1/event/9595043/incidents',)"
Germany,2. Bundesliga,21/22,FC St. Pauli,FC Schalke 04,05/12/21,Round 16,https://www.sofascore.com/fc-schalke-04-fc-st-pauli/BabsFab,BabsFab,https://www.sofascore.com/api/v1/event/BabsFab/h2h/events,"('2-1',)","('2-0',)","('75;',)","('39;20;',)","('39;20;-75;',)","(9595076,)","('https://www.sofascore.com/api/v1/event/9595076/incidents',)"
